,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
1175,Phil Davis,0,46%,75%,1,15,0,48 , 103,104 , 169,3 , 4,26 , 71,21 , 26,1 , 6,5 , 33,4 , 5,39 , 65,Brian Stann,0,18%,0%,0,0,0,5 , 27,5 , 27,0 , 0,0 , 19,2 , 3,3 , 5,4 , 26,1 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/adddc6e46da5ca19
1176,Chris Tuchscherer,0,37%,14%,1,1,0,24 , 64,45 , 88,1 , 7,13 , 53,2 , 2,9 , 9,17 , 51,7 , 12,0 , 1,Tim Hague,0,48%,100%,1,3,0,34 , 70,53 , 90,1 , 1,24 , 56,8 , 12,2 , 2,10 , 36,14 , 21,10 , 13,3,00:05:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/20628fd4e19a97e4
1177,Joey Beltran,0,44%,0%,0,0,0,22 , 49,60 , 91,0 , 0,22 , 49,0 , 0,0 , 0,10 , 31,1 , 3,11 , 15,Rolles Gracie,0,32%,10%,0,2,0,15 , 46,20 , 52,1 , 10,12 , 41,3 , 4,0 , 1,9 , 36,5 , 8,1 , 2,2,00:01:31,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/1a21263dc5d866b6
1178,Gray Maynard,0,28%,0%,0,0,0,41 , 142,53 , 154,0 , 0,29 , 123,11 , 15,1 , 4,34 , 126,7 , 16,0 , 0,Nate Diaz,0,27%,0%,0,0,0,70 , 251,77 , 259,0 , 3,49 , 214,9 , 22,12 , 15,67 , 243,3 , 8,0 , 0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/5355fd4a2598f679
1179,Evan Dunham,0,27%,75%,1,4,0,22 , 80,48 , 109,3 , 4,19 , 75,3 , 5,0 , 0,10 , 58,0 , 1,12 , 21,Efrain Escudero,1,35%,0%,2,0,1,26 , 74,38 , 86,0 , 1,20 , 67,3 , 3,3 , 4,20 , 56,5 , 12,1 , 6,3,00:01:59,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/504b540805598fa5
1180,Aaron Simpson,0,33%,33%,0,3,0,36 , 108,74 , 149,2 , 6,22 , 85,12 , 20,2 , 3,14 , 66,19 , 37,3 , 5,Tom Lawlor,0,40%,16%,2,0,0,52 , 128,60 , 136,1 , 6,50 , 126,2 , 2,0 , 0,22 , 73,30 , 54,0 , 1,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/be72958d9715757d
1181,Amir Sadollah,0,53%,100%,0,4,0,87 , 162,95 , 171,2 , 2,40 , 106,29 , 36,18 , 20,57 , 112,12 , 25,18 , 25,Brad Blackburn,0,24%,0%,0,0,0,37 , 150,67 , 180,0 , 1,19 , 120,7 , 17,11 , 13,31 , 135,6 , 15,0 , 0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/a570acbbcbbd151d
1182,Chris Leben,0,60%,66%,2,8,0,60 , 99,181 , 240,2 , 3,48 , 84,5 , 5,7 , 10,9 , 26,7 , 9,44 , 64,Jay Silva,0,27%,0%,0,0,0,15 , 54,32 , 74,0 , 1,13 , 51,2 , 3,0 , 0,11 , 44,4 , 10,0 , 0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/d5e0fd3eec76f7e1
1183,Rick Story,0,27%,66%,1,3,1,47 , 172,67 , 192,2 , 3,31 , 153,12 , 15,4 , 4,36 , 152,7 , 10,4 , 10,Jesse Lennox,0,17%,50%,1,2,0,22 , 128,24 , 130,1 , 2,13 , 112,7 , 12,2 , 4,21 , 126,1 , 2,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/f4641db74fcb8ab7
1184,Thiago Tavares,0,37%,16%,1,0,0,55 , 146,73 , 164,1 , 6,38 , 122,11 , 17,6 , 7,46 , 133,9 , 13,0 , 0,Nik Lentz,0,34%,30%,1,1,0,71 , 206,95 , 231,4 , 13,36 , 162,18 , 24,17 , 20,60 , 180,9 , 24,2 , 2,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/bad1f36202e2c7d7
1185,Rory MacDonald,0,42%,66%,2,1,0,8 , 19,23 , 34,2 , 3,7 , 18,1 , 1,0 , 0,5 , 16,1 , 1,2 , 2,Mike Guymon,0,33%,0%,0,0,0,6 , 18,14 , 26,0 , 3,2 , 13,3 , 4,1 , 1,3 , 15,0 , 0,3 , 3,1,00:04:27,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/19f615a7a5cfd304
1186,Rafael Dos Anjos,0,37%,62%,2,4,0,42 , 112,99 , 183,5 , 8,37 , 100,1 , 2,4 , 10,15 , 58,2 , 2,25 , 52,Kyle Bradley,0,39%,0%,0,0,0,21 , 53,31 , 64,0 , 0,4 , 33,9 , 11,8 , 9,19 , 49,2 , 3,0 , 1,3,00:05:00,3 Rnd (5-5-5),Rick McCoy,http://ufcstats.com/fight-details/c4fa93a4f37a6ca7
1187,Gerald Harris,0,25%,50%,0,1,1,21 , 81,34 , 96,1 , 2,19 , 76,1 , 4,1 , 1,13 , 62,1 , 1,7 , 18,John Salter,0,9%,25%,0,0,0,7 , 72,29 , 98,1 , 4,7 , 72,0 , 0,0 , 0,7 , 70,0 , 2,0 , 0,3,00:03:24,3 Rnd (5-5-5),Todd McGovern,http://ufcstats.com/fight-details/db620510bbb3f0af
1188,Nick Catone,0,31%,22%,0,0,0,32 , 103,65 , 140,2 , 9,15 , 83,9 , 11,8 , 9,19 , 77,12 , 24,1 , 2,Jesse Forbes,0,20%,0%,0,0,0,32 , 160,40 , 168,0 , 1,18 , 141,14 , 19,0 , 0,14 , 127,18 , 33,0 , 0,3,00:05:00,3 Rnd (5-5-5),Rick McCoy,http://ufcstats.com/fight-details/f338da998c4fdf53
1189,Rashad Evans,0,18%,50%,0,4,0,12 , 66,21 , 78,8 , 16,11 , 65,1 , 1,0 , 0,6 , 56,5 , 9,1 , 1,Thiago Silva,0,36%,0%,0,0,0,31 , 84,67 , 122,0 , 0,15 , 63,10 , 14,6 , 7,20 , 55,11 , 29,0 , 0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/57dca2ebe96ed622
1190,Paul Daley,1,40%,0%,0,0,0,8 , 20,8 , 20,0 , 0,4 , 11,0 , 0,4 , 9,5 , 17,0 , 0,3 , 3,Dustin Hazelett,0,36%,0%,0,0,0,4 , 11,4 , 11,0 , 0,1 , 4,3 , 7,0 , 0,4 , 11,0 , 0,0 , 0,1,00:02:24,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/c99370e3e54bd5fd
1191,Sam Stout,0,35%,0%,0,1,0,94 , 264,110 , 281,0 , 0,60 , 219,19 , 26,15 , 19,84 , 246,8 , 12,2 , 6,Joe Lauzon,0,32%,25%,2,3,0,26 , 81,33 , 89,4 , 16,23 , 78,1 , 1,2 , 2,17 , 67,4 , 8,5 , 6,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/d7f9a09021a9a13c
1192,Jim Miller,1,26%,0%,1,2,0,6 , 23,11 , 28,0 , 0,3 , 19,1 , 2,2 , 2,5 , 21,0 , 0,1 , 2,Duane Ludwig,0,7%,0%,0,0,0,2 , 27,3 , 28,0 , 0,2 , 26,0 , 1,0 , 0,2 , 27,0 , 0,0 , 0,1,00:02:31,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/9d2c9d2249d4fe50
1193,Junior Dos Santos,1,42%,0%,0,0,0,14 , 33,17 , 37,0 , 0,9 , 24,4 , 7,1 , 2,10 , 25,0 , 1,4 , 7,Gilbert Yvel,0,16%,0%,0,0,0,3 , 18,3 , 18,0 , 0,3 , 15,0 , 2,0 , 1,3 , 17,0 , 1,0 , 0,1,00:02:07,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/41e9da89f349b2bc
1194,Martin Kampmann,1,41%,0%,1,1,0,14 , 34,24 , 44,0 , 0,14 , 34,0 , 0,0 , 0,7 , 20,0 , 1,7 , 13,Jacob Volkmann,0,36%,0%,0,0,0,13 , 36,14 , 38,0 , 0,12 , 35,1 , 1,0 , 0,11 , 34,2 , 2,0 , 0,1,00:04:03,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/78b928a602a81971
1195,Cole Miller,0,44%,0%,1,0,0,15 , 34,18 , 37,0 , 0,12 , 30,2 , 2,1 , 2,5 , 19,10 , 15,0 , 0,Dan Lauzon,1,41%,100%,0,1,0,10 , 24,13 , 27,1 , 1,8 , 21,2 , 3,0 , 0,6 , 14,4 , 8,0 , 2,1,00:03:05,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/47245dd345d9ef7e
1196,Mark Munoz,0,57%,100%,0,2,0,16 , 28,22 , 39,1 , 1,8 , 19,8 , 9,0 , 0,0 , 5,0 , 0,16 , 23,Ryan Jensen,0,56%,0%,1,0,0,9 , 16,10 , 17,0 , 2,5 , 11,1 , 2,3 , 3,7 , 12,2 , 4,0 , 0,1,00:02:30,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/0e05f54d8b66f317
1197,Jake Ellenberger,1,38%,100%,0,2,0,15 , 39,30 , 56,2 , 2,13 , 37,2 , 2,0 , 0,2 , 8,3 , 5,10 , 26,Mike Pyle,0,62%,0%,1,0,0,5 , 8,29 , 34,0 , 1,3 , 6,1 , 1,1 , 1,2 , 5,2 , 2,1 , 1,2,00:00:22,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/24e14c4824144c64
1198,Rafaello Oliveira,0,46%,85%,4,13,1,21 , 45,55 , 83,6 , 7,18 , 38,0 , 1,3 , 6,3 , 14,0 , 3,18 , 28,John Gunderson,0,3%,100%,4,0,0,1 , 30,20 , 50,1 , 1,1 , 29,0 , 0,0 , 1,0 , 24,0 , 2,1 , 4,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/0949caefc6735f9b
1199,BJ Penn,0,53%,0%,0,0,0,70 , 131,149 , 213,0 , 0,66 , 127,2 , 2,2 , 2,34 , 74,27 , 38,9 , 19,Diego Sanchez,0,7%,0%,0,0,0,8 , 108,8 , 108,0 , 27,7 , 100,1 , 8,0 , 0,6 , 103,2 , 5,0 , 0,5,00:02:37,5 Rnd (5-5-5-5-5),Herb Dean,http://ufcstats.com/fight-details/f6d078e9fe7d17c8
1200,Frank Mir,1,40%,0%,1,0,0,2 , 5,2 , 5,0 , 0,2 , 5,0 , 0,0 , 0,1 , 2,0 , 0,1 , 3,Cheick Kongo,0,0%,0%,0,0,0,0 , 4,0 , 4,0 , 0,0 , 4,0 , 0,0 , 0,0 , 4,0 , 0,0 , 0,1,00:01:12,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/a9bc7915974b7d15
1201,Jon Fitch,0,33%,40%,0,1,0,55 , 163,109 , 223,4 , 10,37 , 135,12 , 18,6 , 10,40 , 130,13 , 30,2 , 3,Mike Pierce,0,31%,50%,0,0,0,54 , 174,94 , 220,1 , 2,34 , 147,12 , 17,8 , 10,26 , 129,28 , 45,0 , 0,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/ccac56928fc2b40b
1202,Kenny Florian,1,28%,50%,1,2,0,22 , 78,43 , 102,1 , 2,20 , 73,2 , 4,0 , 1,15 , 68,5 , 8,2 , 2,Clay Guida,0,18%,0%,0,0,0,13 , 69,14 , 71,0 , 3,7 , 55,0 , 4,6 , 10,9 , 54,2 , 7,2 , 8,2,00:02:19,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/9172138df0d70cb0
1203,Stefan Struve,0,46%,100%,2,1,0,54 , 115,91 , 157,1 , 1,23 , 79,10 , 13,21 , 23,40 , 85,12 , 26,2 , 4,Paul Buentello,1,41%,0%,0,0,1,37 , 89,43 , 98,0 , 0,28 , 78,9 , 11,0 , 0,24 , 62,7 , 20,6 , 7,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/a29236fcb395f443
1204,Alan Belcher,1,37%,0%,0,0,0,21 , 56,26 , 63,0 , 0,19 , 53,2 , 3,0 , 0,17 , 47,2 , 5,2 , 4,Wilson Gouveia,0,32%,0%,0,0,0,29 , 90,30 , 91,0 , 0,28 , 89,0 , 0,1 , 1,29 , 90,0 , 0,0 , 0,1,00:03:03,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/7f9a1b6d83d08c42
1205,Matt Wiman,0,42%,40%,0,2,0,55 , 130,82 , 164,2 , 5,39 , 104,6 , 9,10 , 17,23 , 61,15 , 27,17 , 42,Shane Nelson,0,23%,14%,3,0,0,20 , 85,45 , 115,1 , 7,12 , 69,5 , 11,3 , 5,18 , 73,1 , 11,1 , 1,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/8e9f2b82a7b87778
1206,Johny Hendricks,0,59%,50%,4,6,0,49 , 83,114 , 155,7 , 14,36 , 66,6 , 9,7 , 8,10 , 29,30 , 42,9 , 12,Ricardo Funch,0,61%,16%,0,0,0,16 , 26,28 , 39,1 , 6,6 , 13,6 , 9,4 , 4,6 , 11,10 , 15,0 , 0,3,00:05:00,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/afd5e85676eb697d
1207,Rousimar Palhares,0,42%,50%,3,0,3,6 , 14,21 , 32,1 , 2,5 , 13,1 , 1,0 , 0,2 , 5,0 , 0,4 , 9,Lucio Linhares,0,29%,100%,2,1,0,8 , 27,31 , 51,2 , 2,8 , 25,0 , 0,0 , 2,0 , 8,0 , 0,8 , 19,2,00:03:21,3 Rnd (5-5-5),Greg Franklin,http://ufcstats.com/fight-details/a7c63a2b33049ace
1208,DaMarques Johnson,0,27%,0%,1,0,0,10 , 36,10 , 36,0 , 0,6 , 31,3 , 4,1 , 1,8 , 31,2 , 5,0 , 0,Edgar Garcia,0,35%,50%,1,2,0,17 , 48,26 , 57,1 , 2,15 , 43,1 , 3,1 , 2,6 , 28,3 , 7,8 , 13,1,00:04:03,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/483d934c46351c78
1209,TJ Grant,1,70%,33%,0,3,0,28 , 40,32 , 44,1 , 3,10 , 21,8 , 9,10 , 10,14 , 21,8 , 10,6 , 9,Kevin Burns,1,37%,0%,0,0,0,14 , 37,21 , 44,0 , 0,11 , 33,0 , 0,3 , 4,3 , 19,3 , 5,8 , 13,1,00:04:57,3 Rnd (5-5-5),Greg Franklin,http://ufcstats.com/fight-details/7e50ae4dbdd380a1
1210,Roy Nelson,1,22%,50%,0,2,0,8 , 35,9 , 36,1 , 2,8 , 35,0 , 0,0 , 0,7 , 31,0 , 2,1 , 2,Brendan Schaub,0,25%,0%,0,0,0,12 , 48,14 , 50,0 , 0,12 , 44,0 , 4,0 , 0,9 , 36,3 , 12,0 , 0,1,00:03:45,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e246b6a8cd7853de
1211,Matt Hamill,0,29%,0%,0,0,0,5 , 17,7 , 19,0 , 1,2 , 11,0 , 0,3 , 6,5 , 17,0 , 0,0 , 0,Jon Jones,0,50%,100%,0,2,0,44 , 88,55 , 106,1 , 1,33 , 76,7 , 8,4 , 4,9 , 25,2 , 2,33 , 61,1,00:04:14,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/3f0826158f87f41d
1212,Kevin Ferguson,0,40%,100%,1,5,0,27 , 66,36 , 76,4 , 4,23 , 62,4 , 4,0 , 0,12 , 46,4 , 9,11 , 11,Houston Alexander,0,54%,0%,0,0,0,43 , 79,61 , 98,0 , 0,11 , 35,0 , 0,32 , 44,40 , 68,1 , 8,2 , 3,3,00:05:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/de2328aa13e5ecdc
1213,Frankie Edgar,0,40%,0%,1,1,0,25 , 61,36 , 72,0 , 3,19 , 49,5 , 10,1 , 2,11 , 38,2 , 5,12 , 18,Matt Veach,0,16%,33%,0,0,0,7 , 42,7 , 42,3 , 9,5 , 39,2 , 2,0 , 1,5 , 35,2 , 7,0 , 0,2,00:02:20,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/5ab4bdec4db84f7d
1214,Matt Mitrione,1,41%,0%,0,0,0,14 , 34,17 , 37,0 , 0,6 , 25,4 , 4,4 , 5,5 , 20,6 , 10,3 , 4,Marcus Jones,0,52%,75%,1,2,0,10 , 19,10 , 19,3 , 4,6 , 14,1 , 2,3 , 3,6 , 14,4 , 5,0 , 0,2,00:00:10,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/f6246d2b9f663e33
1215,James McSweeney,0,61%,50%,2,8,2,58 , 95,103 , 140,1 , 2,40 , 75,14 , 15,4 , 5,17 , 34,10 , 15,31 , 46,Darrill Schoonover,0,33%,0%,1,2,1,16 , 48,27 , 59,0 , 3,13 , 35,2 , 9,1 , 4,6 , 34,7 , 11,3 , 3,3,00:03:20,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/f5affe923c640d0e
1216,Jon Madsen,0,26%,0%,0,0,0,26 , 100,26 , 100,0 , 1,20 , 93,6 , 7,0 , 0,23 , 95,3 , 5,0 , 0,Justin Wren,0,10%,0%,0,0,0,17 , 159,17 , 159,0 , 1,5 , 139,9 , 17,3 , 3,12 , 147,5 , 12,0 , 0,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/4182524382590e07
1217,Brian Stann,0,53%,0%,0,1,0,36 , 67,100 , 134,0 , 1,15 , 42,6 , 10,15 , 15,11 , 30,19 , 26,6 , 11,Rodney Wallace,0,42%,46%,2,3,0,15 , 35,36 , 62,7 , 15,9 , 27,6 , 8,0 , 0,6 , 19,5 , 11,4 , 5,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/c32b24a24d946893
1218,John Howard,1,63%,66%,0,2,0,14 , 22,69 , 87,2 , 3,7 , 14,4 , 4,3 , 4,7 , 11,0 , 1,7 , 10,Dennis Hallman,0,33%,50%,2,4,2,8 , 24,47 , 70,2 , 4,2 , 14,6 , 8,0 , 2,1 , 14,1 , 1,6 , 9,3,00:04:55,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/0b0ba5238399545c
1219,Mark Bocek,0,37%,100%,1,1,0,6 , 16,15 , 26,2 , 2,1 , 11,4 , 4,1 , 1,1 , 10,5 , 6,0 , 0,Joe Brammer,0,15%,0%,0,0,0,3 , 19,5 , 21,0 , 0,0 , 14,0 , 2,3 , 3,3 , 19,0 , 0,0 , 0,1,00:03:36,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/7f0e469103ab46b6
1220,Forrest Griffin,0,33%,0%,0,1,1,70 , 206,91 , 231,0 , 1,44 , 170,11 , 17,15 , 19,62 , 193,5 , 9,3 , 4,Tito Ortiz,0,32%,33%,0,1,0,24 , 75,56 , 109,3 , 9,21 , 71,2 , 2,1 , 2,11 , 50,1 , 1,12 , 24,3,00:05:00,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/9fa3f9f7caf429d6
1221,Josh Koscheck,0,35%,50%,1,3,0,19 , 53,40 , 74,2 , 4,15 , 44,2 , 5,2 , 4,10 , 38,0 , 0,9 , 15,Anthony Johnson,0,22%,0%,0,0,0,16 , 72,17 , 74,0 , 1,9 , 58,0 , 4,7 , 10,15 , 70,0 , 0,1 , 2,2,00:04:47,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/31f12d3f95576ef4
1222,Paulo Thiago,2,44%,50%,0,7,1,34 , 77,53 , 103,2 , 4,21 , 63,9 , 10,4 , 4,11 , 33,8 , 12,15 , 32,Jacob Volkmann,0,42%,25%,1,2,1,16 , 38,83 , 115,1 , 4,11 , 25,2 , 5,3 , 8,2 , 13,6 , 16,8 , 9,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/70228adf93b6434f
1223,Rogerio Nogueira,1,50%,0%,0,0,0,14 , 28,15 , 30,0 , 0,11 , 24,0 , 1,3 , 3,14 , 28,0 , 0,0 , 0,Luiz Cane,0,21%,0%,0,0,0,3 , 14,3 , 14,0 , 0,1 , 12,0 , 0,2 , 2,3 , 14,0 , 0,0 , 0,1,00:01:56,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/119b156ded2af0f1
1224,Amir Sadollah,0,60%,0%,0,0,0,134 , 222,147 , 236,0 , 1,53 , 119,52 , 71,29 , 32,70 , 120,64 , 102,0 , 0,Phil Baroni,0,36%,25%,0,0,0,51 , 140,103 , 200,1 , 4,40 , 121,11 , 19,0 , 0,21 , 80,30 , 58,0 , 2,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/fc0f12be6552bfe5
1225,Ben Saunders,0,56%,0%,0,0,0,22 , 39,31 , 50,0 , 2,9 , 24,12 , 14,1 , 1,4 , 14,17 , 24,1 , 1,Marcus Davis,0,33%,0%,0,0,0,8 , 24,16 , 32,0 , 2,3 , 19,2 , 2,3 , 3,3 , 17,5 , 7,0 , 0,1,00:03:24,3 Rnd (5-5-5),Josh Rosenthal,http://ufcstats.com/fight-details/0c6055509d98ed06
1226,Kendall Grove,0,37%,100%,1,0,0,3 , 8,10 , 15,1 , 1,1 , 6,2 , 2,0 , 0,0 , 5,2 , 2,1 , 1,Jake Rosholt,0,41%,75%,1,2,0,5 , 12,7 , 16,3 , 4,2 , 8,2 , 3,1 , 1,0 , 4,4 , 5,1 , 3,1,00:03:59,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/c52e23519279d18a
1227,Brian Foster,0,44%,50%,0,4,0,28 , 63,57 , 93,2 , 4,22 , 56,3 , 4,3 , 3,7 , 24,2 , 4,19 , 35,Brock Larson,0,42%,33%,1,0,0,6 , 14,23 , 31,1 , 3,5 , 12,1 , 2,0 , 0,2 , 8,3 , 4,1 , 2,2,00:03:25,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/ef8f31b86469a967
1228,Caol Uno,0,47%,66%,0,2,1,28 , 59,71 , 110,2 , 3,11 , 37,2 , 2,15 , 20,12 , 34,4 , 6,12 , 19,Fabricio Camoes,0,30%,100%,2,1,0,22 , 71,28 , 77,5 , 5,17 , 64,5 , 7,0 , 0,12 , 45,9 , 22,1 , 4,3,00:05:00,3 Rnd (5-5-5),Mario Yamasaki,http://ufcstats.com/fight-details/d66f2c83c26e5b80
1229,George Sotiropoulos,0,27%,100%,2,7,0,33 , 120,70 , 170,3 , 3,29 , 112,3 , 7,1 , 1,18 , 92,0 , 0,15 , 28,Jason Dent,0,36%,0%,0,0,0,25 , 69,53 , 97,0 , 0,18 , 61,3 , 4,4 , 4,20 , 63,3 , 3,2 , 3,2,00:04:36,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/6f78fc53b8662627
1230,Randy Couture,0,53%,10%,0,0,0,39 , 73,59 , 97,1 , 10,19 , 53,9 , 9,11 , 11,6 , 25,33 , 48,0 , 0,Brandon Vera,1,52%,50%,0,1,0,27 , 51,44 , 69,1 , 2,10 , 31,10 , 11,7 , 9,15 , 30,10 , 16,2 , 5,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7cdc6fdf983fb412
1231,Dan Hardy,0,49%,25%,0,0,0,55 , 112,107 , 165,1 , 4,21 , 63,22 , 29,12 , 20,15 , 60,36 , 46,4 , 6,Mike Swick,0,38%,0%,1,0,0,38 , 98,75 , 140,0 , 3,17 , 67,15 , 21,6 , 10,17 , 59,21 , 39,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/bf8164367980fcd3
1232,Michael Bisping,0,34%,100%,1,0,0,29 , 85,50 , 110,3 , 3,24 , 79,3 , 4,2 , 2,12 , 41,2 , 3,15 , 41,Denis Kang,1,20%,0%,0,6,0,11 , 53,27 , 75,0 , 1,8 , 46,2 , 4,1 , 3,6 , 40,0 , 2,5 , 11,2,00:04:24,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/b12d96ba9426b8d4
1233,Matt Brown,1,60%,0%,3,2,0,45 , 75,67 , 97,0 , 1,36 , 64,8 , 9,1 , 2,20 , 37,6 , 13,19 , 25,James Wilks,0,35%,10%,3,2,2,19 , 53,58 , 97,1 , 10,13 , 43,1 , 2,5 , 8,16 , 46,3 , 5,0 , 2,3,00:02:27,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/2c07f8ba25640237
1234,Ross Pearson,0,48%,0%,0,0,0,59 , 122,70 , 135,0 , 0,38 , 98,17 , 19,4 , 5,32 , 81,27 , 41,0 , 0,Aaron Riley,0,20%,0%,0,0,0,15 , 73,19 , 77,0 , 2,6 , 56,7 , 11,2 , 6,8 , 55,7 , 18,0 , 0,2,00:04:38,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/b4ebb7576e9745e7
1235,John Hathaway,0,54%,83%,0,3,0,80 , 148,239 , 330,5 , 6,59 , 123,19 , 23,2 , 2,4 , 10,1 , 2,75 , 136,Paul Taylor,0,26%,0%,1,0,0,5 , 19,11 , 25,0 , 0,1 , 13,1 , 1,3 , 5,3 , 16,2 , 3,0 , 0,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/cb510afff3dafdab
1236,Terry Etim,0,29%,0%,1,0,0,17 , 57,17 , 57,0 , 0,5 , 43,0 , 0,12 , 14,15 , 55,2 , 2,0 , 0,Shannon Gugerty,0,26%,50%,0,0,0,11 , 41,17 , 48,1 , 2,4 , 30,1 , 2,6 , 9,10 , 40,0 , 0,1 , 1,2,00:01:24,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/4f36bc6fe119c4ac
1237,Nick Osipczak,0,45%,0%,1,4,2,46 , 101,116 , 174,0 , 0,35 , 80,6 , 10,5 , 11,13 , 41,4 , 9,29 , 51,Matthew Riddle,0,51%,33%,0,1,0,28 , 54,68 , 101,4 , 12,11 , 34,5 , 6,12 , 14,13 , 30,10 , 15,5 , 9,3,00:03:53,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/81283a33e907dbbe
1238,Dennis Siver,2,23%,0%,0,0,0,38 , 165,44 , 171,0 , 2,28 , 146,4 , 9,6 , 10,32 , 148,4 , 13,2 , 4,Paul Kelly,0,14%,33%,0,1,0,12 , 84,15 , 87,1 , 3,9 , 78,2 , 3,1 , 3,7 , 76,5 , 8,0 , 0,2,00:02:53,3 Rnd (5-5-5),Dan Miragliotta,http://ufcstats.com/fight-details/6c569785225fd2e7
