,Winner,R_fighter,B_fighter,R_STR,B_STR,R_TD,B_TD,R_SUB,B_SUB,R_PASS,B_PASS,WEIGHT_CLASS,METHOD,DETAIL,ROUND,TIME,title_bout,link,date,location,attendance
4953,win,Joe Riggs,Jason Von Flue,1,0,1,0,1,0,2,0,Welterweight,SUB,Triangle Choke,1,00:02:01,0.0,http://ufcstats.com/fight-details/8e51f8648840eb38,17-08-2006,"Las Vegas, Nevada, USA",1412.0
4954,win,Jake O'Brien,Kristof Midoux,25,2,3,0,0,0,0,0,Heavyweight,KO/TKO,Punches,2,00:00:52,0.0,http://ufcstats.com/fight-details/2f4baf8f94c400cd,17-08-2006,"Las Vegas, Nevada, USA",1412.0
4955,win,Forrest Petz,Sammy Morgan,45,8,6,0,0,1,3,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/fa2be4b37de934bf,17-08-2006,"Las Vegas, Nevada, USA",1412.0
4956,win,Anthony Torres,Pat Healy,11,13,0,0,1,0,1,0,Welterweight,SUB,Rear Naked Choke,1,00:02:37,0.0,http://ufcstats.com/fight-details/0c96a5a8ab740ca8,17-08-2006,"Las Vegas, Nevada, USA",1412.0
4957,win,Tim Sylvia,Andrei Arlovski,97,66,0,0,0,0,0,0,Heavyweight,U-DEC,,5,00:05:00,1.0,http://ufcstats.com/fight-details/3c3533ba486a2006,08-07-2006,"Las Vegas, Nevada, USA",11173.0
4958,win,Joshua Burkman,Josh Neer,35,19,4,1,0,1,1,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/000da3152b7b5ab1,08-07-2006,"Las Vegas, Nevada, USA",11173.0
4959,win,Tito Ortiz,Ken Shamrock,11,0,1,0,0,0,0,0,Light Heavyweight,KO/TKO,Elbows,1,00:01:18,0.0,http://ufcstats.com/fight-details/ee6000812e2b9f9d,08-07-2006,"Las Vegas, Nevada, USA",11173.0
4960,win,Frank Mir,Dan Christison,53,48,3,0,0,1,4,0,Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/9ce2d0b880e88934,08-07-2006,"Las Vegas, Nevada, USA",11173.0
4961,win,Joe Stevenson,Yves Edwards,28,18,3,0,1,2,1,0,Lightweight,KO/TKO,,2,00:05:00,0.0,http://ufcstats.com/fight-details/4000e1f32058796a,08-07-2006,"Las Vegas, Nevada, USA",11173.0
4962,win,Hermes Franca,Joe Jordan,46,20,3,0,1,0,2,0,Catch Weight,SUB,Triangle Choke,3,00:00:47,0.0,http://ufcstats.com/fight-details/01733579ef03be00,08-07-2006,"Las Vegas, Nevada, USA",11173.0
4963,win,Jeff Monson,Anthony Perosh,18,8,0,0,0,0,0,0,Heavyweight,KO/TKO,Punches,1,00:02:42,0.0,http://ufcstats.com/fight-details/bc7a81a81840e4be,08-07-2006,"Las Vegas, Nevada, USA",11173.0
4964,win,Cheick Kongo,Gilbert Aldana,24,6,1,2,0,0,0,2,Heavyweight,KO/TKO,,1,00:04:13,0.0,http://ufcstats.com/fight-details/e3b5f66198161226,08-07-2006,"Las Vegas, Nevada, USA",11173.0
4965,win,Drew Fickett,Kurt Pellegrino,18,25,1,5,2,0,1,3,Welterweight,SUB,Rear Naked Choke,3,00:01:20,0.0,http://ufcstats.com/fight-details/979318b05efd1ea4,08-07-2006,"Las Vegas, Nevada, USA",11173.0
4966,win,Jonathan Goulet,Luke Cummo,18,13,6,0,0,3,11,3,Welterweight,M-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/c4f05ff2781530f4,28-06-2006,"Las Vegas, Nevada, USA",594.0
4967,win,Anderson Silva,Chris Leben,17,1,0,0,0,0,0,0,Middleweight,KO/TKO,Punches,1,00:00:49,0.0,http://ufcstats.com/fight-details/ccdd6c7577927a8c,28-06-2006,"Las Vegas, Nevada, USA",594.0
4968,win,Rashad Evans,Stephan Bonnar,17,12,7,0,0,2,2,0,Light Heavyweight,M-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/e22b2f50d7eeed3a,28-06-2006,"Las Vegas, Nevada, USA",594.0
4969,win,Mark Hominick,Jorge Gurgel,43,36,0,0,0,0,0,0,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/e7225dcc3349ae57,28-06-2006,"Las Vegas, Nevada, USA",594.0
4970,win,Josh Koscheck,Dave Menne,45,13,4,1,1,5,8,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/4f1a8eade87e928e,28-06-2006,"Las Vegas, Nevada, USA",594.0
4971,win,Jason Lambert,Branden Lee Hinkle,44,4,0,3,1,0,2,0,Light Heavyweight,KO/TKO,Punches,1,00:05:00,0.0,http://ufcstats.com/fight-details/b0ba95fd1503411f,28-06-2006,"Las Vegas, Nevada, USA",594.0
4972,win,Jon Fitch,Thiago Alves,51,1,3,1,2,3,5,0,Welterweight,KO/TKO,Kick,2,00:04:37,0.0,http://ufcstats.com/fight-details/16de071ad45cd350,28-06-2006,"Las Vegas, Nevada, USA",594.0
4973,win,Rob MacDonald,Kristian Rothaermel,10,3,4,0,3,0,3,0,Light Heavyweight,SUB,Armbar,1,00:04:01,0.0,http://ufcstats.com/fight-details/282d8651ca34b7f6,28-06-2006,"Las Vegas, Nevada, USA",594.0
4974,win,Jorge Santiago,Justin Levens,9,0,1,0,0,0,1,0,Middleweight,KO/TKO,Knee,1,00:02:13,0.0,http://ufcstats.com/fight-details/919c86cce0eca615,28-06-2006,"Las Vegas, Nevada, USA",594.0
4975,win,Kenny Florian,Sam Stout,5,0,1,0,1,0,3,0,Lightweight,SUB,Rear Naked Choke,1,00:01:46,0.0,http://ufcstats.com/fight-details/7cdb56b2f207a41b,24-06-2006,"Las Vegas, Nevada, USA",949.0
4976,win,Michael Bisping,Josh Haynes,41,8,4,0,4,0,8,0,Light Heavyweight,KO/TKO,Punches,2,00:04:14,1.0,http://ufcstats.com/fight-details/b48a211abe177846,24-06-2006,"Las Vegas, Nevada, USA",949.0
4977,win,Kendall Grove,Ed Herman,25,33,0,5,6,2,2,4,Middleweight,U-DEC,,3,00:05:00,1.0,http://ufcstats.com/fight-details/2b95f2982b19518a,24-06-2006,"Las Vegas, Nevada, USA",949.0
4978,win,Keith Jardine,Wilson Gouveia,67,48,1,1,0,0,0,1,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/2168b2c814faada6,24-06-2006,"Las Vegas, Nevada, USA",949.0
4979,win,Rory Singer,Ross Pointon,2,4,0,0,1,0,0,0,Middleweight,SUB,Triangle Choke,1,00:00:44,0.0,http://ufcstats.com/fight-details/4df8efe64e83f74e,24-06-2006,"Las Vegas, Nevada, USA",949.0
4980,win,Kalib Starnes,Danny Abbadi,21,3,1,0,1,0,3,0,Middleweight,SUB,Rear Naked Choke,1,00:02:56,0.0,http://ufcstats.com/fight-details/387bdcc2ca8709c1,24-06-2006,"Las Vegas, Nevada, USA",949.0
4981,win,Luigi Fioravanti,Solomon Hutcherson,11,11,1,1,0,0,1,1,Middleweight,KO/TKO,Punch,1,00:04:15,0.0,http://ufcstats.com/fight-details/5bfba809430d178b,24-06-2006,"Las Vegas, Nevada, USA",949.0
4982,win,Matt Hamill,Jesse Forbes,33,9,1,0,0,0,0,0,Light Heavyweight,KO/TKO,Elbows,1,00:04:47,0.0,http://ufcstats.com/fight-details/20e28ee267d9b5dc,24-06-2006,"Las Vegas, Nevada, USA",949.0
4983,win,Mike Nickels,Wes Combs,22,4,3,0,1,0,1,0,Light Heavyweight,SUB,Rear Naked Choke,1,00:03:10,0.0,http://ufcstats.com/fight-details/43e5f75fe9cedafd,24-06-2006,"Las Vegas, Nevada, USA",949.0
4984,win,Matt Hughes,Royce Gracie,32,7,1,0,1,0,4,0,Catch Weight,KO/TKO,Punches,1,00:04:39,0.0,http://ufcstats.com/fight-details/ed3ae3852fe549d4,27-05-2006,"Los Angeles, California, USA",14765.0
4985,win,Dean Lister,Alessio Sakara,1,1,0,0,2,0,0,0,Light Heavyweight,SUB,Triangle Choke,1,00:02:20,0.0,http://ufcstats.com/fight-details/356fdab9bc109093,27-05-2006,"Los Angeles, California, USA",14765.0
4986,win,Diego Sanchez,John Alessio,9,17,1,0,0,1,1,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/d490c78bd5d0145a,27-05-2006,"Los Angeles, California, USA",14765.0
4987,win,Brandon Vera,Assuerio Silva,8,9,0,1,1,0,0,0,Heavyweight,SUB,Guillotine Choke,1,00:02:39,0.0,http://ufcstats.com/fight-details/c66bd50ed1e75d2b,27-05-2006,"Los Angeles, California, USA",14765.0
4988,win,Mike Swick,Joe Riggs,5,1,0,0,1,0,0,0,Middleweight,SUB,Guillotine Choke,1,00:02:19,0.0,http://ufcstats.com/fight-details/c409c3a5eda764ba,27-05-2006,"Los Angeles, California, USA",14765.0
4989,win,Jeremy Horn,Chael Sonnen,3,6,0,3,4,0,0,0,Middleweight,SUB,Armbar,2,00:01:17,0.0,http://ufcstats.com/fight-details/d1b8ff290d09013b,27-05-2006,"Los Angeles, California, USA",14765.0
4990,win,Spencer Fisher,Matt Wiman,27,10,0,1,0,4,2,2,Lightweight,KO/TKO,Flying Knee,2,00:01:43,0.0,http://ufcstats.com/fight-details/857365273ed2f353,27-05-2006,"Los Angeles, California, USA",14765.0
4991,win,Gabriel Gonzaga,Fabiano Scherner,16,8,3,0,0,0,1,1,Heavyweight,KO/TKO,Punch,2,00:00:24,0.0,http://ufcstats.com/fight-details/3df422ea531e16c6,27-05-2006,"Los Angeles, California, USA",14765.0
4992,win,Melvin Guillard,Rick Davis,10,5,0,0,0,0,0,0,Lightweight,KO/TKO,Punch,1,00:01:37,0.0,http://ufcstats.com/fight-details/25acf5f94667e79d,27-05-2006,"Los Angeles, California, USA",14765.0
4993,win,Tim Sylvia,Andrei Arlovski,13,11,0,0,0,0,0,0,Heavyweight,KO/TKO,Punch,1,00:02:43,1.0,http://ufcstats.com/fight-details/57a7767c4255e034,15-04-2006,"Anaheim, California, USA",13814.0
4994,win,Sean Sherk,Nick Diaz,39,57,2,1,0,3,0,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/fef433a7cb7a2029,15-04-2006,"Anaheim, California, USA",13814.0
4995,win,Tito Ortiz,Forrest Griffin,61,58,3,0,0,0,2,0,Light Heavyweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/5f9b063630e52778,15-04-2006,"Anaheim, California, USA",13814.0
4996,win,Evan Tanner,Justin Levens,10,2,1,0,2,1,1,0,Middleweight,SUB,Triangle Choke,1,00:03:14,0.0,http://ufcstats.com/fight-details/f747fbe721cdb042,15-04-2006,"Anaheim, California, USA",13814.0
4997,win,Jeff Monson,Marcio Cruz,32,40,2,0,0,0,1,0,Heavyweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/fb972da69450127f,15-04-2006,"Anaheim, California, USA",13814.0
4998,win,Karo Parisyan,Nick Thompson,18,2,2,1,0,0,7,0,Welterweight,KO/TKO,Punches,1,00:04:44,0.0,http://ufcstats.com/fight-details/0a083ab881ef3a5f,15-04-2006,"Anaheim, California, USA",13814.0
4999,win,David Terrell,Scott Smith,10,3,1,0,2,0,1,0,Middleweight,SUB,Rear Naked Choke,1,00:03:08,0.0,http://ufcstats.com/fight-details/fdafa20b7ec8cb44,15-04-2006,"Anaheim, California, USA",13814.0
5000,win,Jason Lambert,Terry Martin,31,15,0,1,0,0,1,1,Light Heavyweight,KO/TKO,Punches,2,00:02:37,0.0,http://ufcstats.com/fight-details/3fe41b95899316d5,15-04-2006,"Anaheim, California, USA",13814.0
5001,win,Thiago Alves,Derrick Noble,11,18,0,0,0,0,0,0,Welterweight,KO/TKO,Punches,1,00:02:54,0.0,http://ufcstats.com/fight-details/12231c1ca2e09011,15-04-2006,"Anaheim, California, USA",13814.0
5002,win,Stephan Bonnar,Keith Jardine,33,64,1,0,1,0,1,0,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/d39ce3ecd3fbdadf,06-04-2006,"Las Vegas, Nevada, USA",943.0
5003,win,Rashad Evans,Sam Hoger,23,18,9,0,0,2,0,0,Light Heavyweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/99eb03e6c7dc4be2,06-04-2006,"Las Vegas, Nevada, USA",943.0
5004,win,Josh Neer,Joe Stevenson,46,31,0,2,0,3,1,2,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/d066287b31c871a6,06-04-2006,"Las Vegas, Nevada, USA",943.0
5005,win,Chris Leben,Luigi Fioravanti,36,20,5,0,0,0,6,0,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/44a79a250fdd61cd,06-04-2006,"Las Vegas, Nevada, USA",943.0
5006,win,Luke Cummo,Jason Von Flue,43,17,3,2,3,1,2,2,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/3adae93bbf06287a,06-04-2006,"Las Vegas, Nevada, USA",943.0
5007,win,Jon Fitch,Joshua Burkman,25,20,3,1,1,1,3,0,Welterweight,SUB,Rear Naked Choke,2,00:04:57,0.0,http://ufcstats.com/fight-details/eeb77732d7c3389a,06-04-2006,"Las Vegas, Nevada, USA",943.0
5008,win,Dan Christison,Brad Imes,73,58,0,2,1,0,1,0,Heavyweight,SUB,Armbar,3,00:03:37,0.0,http://ufcstats.com/fight-details/fb1f1b0c9ef454dc,06-04-2006,"Las Vegas, Nevada, USA",943.0
5009,win,Josh Koscheck,Ansar Chalangov,2,2,2,0,1,1,7,0,Welterweight,SUB,Rear Naked Choke,1,00:03:29,0.0,http://ufcstats.com/fight-details/622cada31f247f9a,06-04-2006,"Las Vegas, Nevada, USA",943.0
5010,win,Chael Sonnen,Trevor Prangley,25,7,7,0,0,2,3,1,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/fa193b3d07c0ed9b,06-04-2006,"Las Vegas, Nevada, USA",943.0
5011,win,Rich Franklin,David Loiseau,127,21,5,1,0,0,8,0,Middleweight,U-DEC,,5,00:05:00,1.0,http://ufcstats.com/fight-details/002cb1bb411c5f60,04-03-2006,"Las Vegas, Nevada, USA",10091.0
5012,win,Mike Swick,Steve Vigneault,13,6,0,0,1,0,0,0,Middleweight,SUB,Guillotine Choke,1,00:02:09,0.0,http://ufcstats.com/fight-details/f989a1acbda0e16a,04-03-2006,"Las Vegas, Nevada, USA",10091.0
5013,win,Georges St-Pierre,BJ Penn,59,37,4,1,0,1,0,0,Welterweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/817c3b44517daa91,04-03-2006,"Las Vegas, Nevada, USA",10091.0
5014,win,Nate Marquardt,Joe Doerksen,56,26,5,2,2,0,6,2,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/00dc5354794818a7,04-03-2006,"Las Vegas, Nevada, USA",10091.0
5015,win,Mark Hominick,Yves Edwards,22,20,0,1,1,0,0,0,Lightweight,SUB,Triangle Choke,2,00:01:52,0.0,http://ufcstats.com/fight-details/0cc225bf45697271,04-03-2006,"Las Vegas, Nevada, USA",10091.0
5016,win,Sam Stout,Spencer Fisher,62,53,0,4,0,3,1,4,Lightweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/7ba640f8b70bc685,04-03-2006,"Las Vegas, Nevada, USA",10091.0
5017,win,Jason Lambert,Rob MacDonald,7,3,1,0,1,0,1,0,Light Heavyweight,SUB,Kimura,1,00:01:54,0.0,http://ufcstats.com/fight-details/7ca8095148c23b71,04-03-2006,"Las Vegas, Nevada, USA",10091.0
5018,win,Tom Murphy,Icho Larenas,30,2,6,0,2,0,2,0,Heavyweight,KO/TKO,Punches,3,00:01:59,0.0,http://ufcstats.com/fight-details/82a5e1bba6b843be,04-03-2006,"Las Vegas, Nevada, USA",10091.0
5019,win,Chuck Liddell,Randy Couture,19,7,0,1,0,0,0,0,Light Heavyweight,KO/TKO,Punch,2,00:01:28,1.0,http://ufcstats.com/fight-details/0e94e0a8c2130cea,04-02-2006,"Las Vegas, Nevada, USA",11183.0
5020,win,Brandon Vera,Justin Eilers,7,4,0,0,0,0,0,0,Heavyweight,KO/TKO,Kick,1,00:01:25,0.0,http://ufcstats.com/fight-details/235e4c69d5d945e8,04-02-2006,"Las Vegas, Nevada, USA",11183.0
5021,win,Marcio Cruz,Frank Mir,31,3,1,1,0,0,1,0,Heavyweight,KO/TKO,Punches,1,00:04:10,0.0,http://ufcstats.com/fight-details/44592a74cda71275,04-02-2006,"Las Vegas, Nevada, USA",11183.0
5022,win,Renato Sobral,Mike van Arsdale,9,1,0,0,1,0,1,1,Light Heavyweight,SUB,Rear Naked Choke,1,00:02:21,0.0,http://ufcstats.com/fight-details/357f438c15e1326f,04-02-2006,"Las Vegas, Nevada, USA",11183.0
5023,win,Joe Riggs,Nick Diaz,51,38,3,0,0,1,0,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/d9499d55f9f53112,04-02-2006,"Las Vegas, Nevada, USA",11183.0
5024,win,Alessio Sakara,Elvis Sinosic,70,13,9,0,0,0,3,0,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/14850f48b2bede47,04-02-2006,"Las Vegas, Nevada, USA",11183.0
5025,win,Paul Buentello,Gilbert Aldana,49,28,1,0,1,0,1,0,Heavyweight,KO/TKO,Punches,2,00:02:27,0.0,http://ufcstats.com/fight-details/bb5ceaf835c0bb18,04-02-2006,"Las Vegas, Nevada, USA",11183.0
5026,win,Jeff Monson,Branden Lee Hinkle,10,5,1,0,1,1,2,1,Heavyweight,SUB,North-South Choke,1,00:04:35,0.0,http://ufcstats.com/fight-details/d49bc8e4e5613614,04-02-2006,"Las Vegas, Nevada, USA",11183.0
5027,win,Keith Jardine,Mike Whitehead,44,27,0,5,0,0,0,3,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/a63ed5d48f00ad18,04-02-2006,"Las Vegas, Nevada, USA",11183.0
5028,win,Tim Sylvia,Assuerio Silva,85,36,0,0,0,0,0,0,Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/537012aa6fb20f00,16-01-2006,"Las Vegas, Nevada, USA",1500.0
5029,win,Stephan Bonnar,James Irvin,2,5,2,0,2,0,3,0,Light Heavyweight,SUB,Kimura,1,00:04:30,0.0,http://ufcstats.com/fight-details/bd5afec6940c5d32,16-01-2006,"Las Vegas, Nevada, USA",1500.0
5030,win,Joshua Burkman,Drew Fickett,7,2,0,0,1,0,0,0,Welterweight,SUB,Guillotine Choke,1,00:01:07,0.0,http://ufcstats.com/fight-details/fbd75b08f377d149,16-01-2006,"Las Vegas, Nevada, USA",1500.0
5031,win,Chris Leben,Jorge Rivera,10,5,1,0,0,0,1,0,Middleweight,KO/TKO,Punch,1,00:01:44,0.0,http://ufcstats.com/fight-details/0582b78dc635301b,16-01-2006,"Las Vegas, Nevada, USA",1500.0
5032,win,Josh Neer,Melvin Guillard,3,11,1,2,2,0,1,0,Welterweight,SUB,Triangle Choke,1,00:04:20,0.0,http://ufcstats.com/fight-details/e55b69543aa74907,16-01-2006,"Las Vegas, Nevada, USA",1500.0
5033,win,Duane Ludwig,Jonathan Goulet,1,0,0,0,0,0,0,0,Welterweight,KO/TKO,Punch,1,00:00:11,0.0,http://ufcstats.com/fight-details/392089df68b1a721,16-01-2006,"Las Vegas, Nevada, USA",1500.0
5034,win,Spencer Fisher,Aaron Riley,25,9,0,2,0,0,0,1,Welterweight,KO/TKO,,1,00:05:00,0.0,http://ufcstats.com/fight-details/52125c3e41a1bd1e,16-01-2006,"Las Vegas, Nevada, USA",1500.0
5035,win,Jason Von Flue,Alex Karalexis,28,18,0,1,2,3,1,1,Welterweight,SUB,Other - Choke,3,00:01:17,0.0,http://ufcstats.com/fight-details/d0fcabb07a3e9500,16-01-2006,"Las Vegas, Nevada, USA",1500.0
5036,win,Rich Franklin,Nate Quarry,13,4,0,0,0,0,0,0,Middleweight,KO/TKO,Punch,1,00:02:34,1.0,http://ufcstats.com/fight-details/2dfda46cbc17bc99,19-11-2005,"Las Vegas, Nevada, USA",11926.0
5037,win,Gabriel Gonzaga,Kevin Jordan,23,18,2,0,2,0,7,0,Heavyweight,KO/TKO,Punch,3,00:04:39,0.0,http://ufcstats.com/fight-details/670db5afcb26df7c,19-11-2005,"Las Vegas, Nevada, USA",11926.0
5038,win,Matt Hughes,Joe Riggs,8,1,1,0,2,0,1,0,Welterweight,SUB,Kimura,1,00:03:28,0.0,http://ufcstats.com/fight-details/8062a7852a8b1560,19-11-2005,"Las Vegas, Nevada, USA",11926.0
5039,win,Georges St-Pierre,Sean Sherk,58,20,3,0,0,0,1,0,Welterweight,KO/TKO,Elbows,2,00:02:53,0.0,http://ufcstats.com/fight-details/388df822e50b04f8,19-11-2005,"Las Vegas, Nevada, USA",11926.0
5040,win,Jeremy Horn,Trevor Prangley,38,38,0,7,1,0,0,3,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/5f9d5ebe5ec28753,19-11-2005,"Las Vegas, Nevada, USA",11926.0
5041,win,Sam Hoger,Jeff Newton,10,2,3,0,2,4,5,0,Light Heavyweight,SUB,Rear Naked Choke,2,00:02:05,0.0,http://ufcstats.com/fight-details/84c510ab7e764598,19-11-2005,"Las Vegas, Nevada, USA",11926.0
5042,win,Thiago Alves,Ansar Chalangov,8,2,1,0,0,2,2,1,Welterweight,KO/TKO,Punches,1,00:02:25,0.0,http://ufcstats.com/fight-details/678af75cb4c155a9,19-11-2005,"Las Vegas, Nevada, USA",11926.0
5043,win,Nick Thompson,Keith Wisniewski,48,14,1,3,3,0,7,3,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/57b5e8bda9447b77,19-11-2005,"Las Vegas, Nevada, USA",11926.0
5044,win,Diego Sanchez,Nick Diaz,41,13,5,2,1,1,3,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/2eb9b36c09c00d69,05-11-2005,"Las Vegas, Nevada, USA",1234.0
5045,win,Rashad Evans,Brad Imes,48,42,0,2,0,1,3,2,Heavyweight,S-DEC,,3,00:05:00,1.0,http://ufcstats.com/fight-details/c22f4a7540cffdda,05-11-2005,"Las Vegas, Nevada, USA",1234.0
5046,win,Joe Stevenson,Luke Cummo,20,20,5,1,2,1,13,1,Welterweight,U-DEC,,3,00:05:00,1.0,http://ufcstats.com/fight-details/e364cd5772cfd27c,05-11-2005,"Las Vegas, Nevada, USA",1234.0
5047,win,Kenny Florian,Kit Cope,10,8,3,0,2,0,4,0,Welterweight,SUB,Rear Naked Choke,2,00:00:37,0.0,http://ufcstats.com/fight-details/19646a0c8baee966,05-11-2005,"Las Vegas, Nevada, USA",1234.0
5048,win,Joshua Burkman,Sammy Morgan,4,1,1,0,0,0,0,0,Welterweight,KO/TKO,Slam,1,00:00:21,0.0,http://ufcstats.com/fight-details/e050c299ffa1f2d3,05-11-2005,"Las Vegas, Nevada, USA",1234.0
5049,win,Melvin Guillard,Marcus Davis,19,3,3,0,1,0,3,0,Welterweight,KO/TKO,,2,00:02:55,0.0,http://ufcstats.com/fight-details/f846fd001397db45,05-11-2005,"Las Vegas, Nevada, USA",1234.0
5050,win,Keith Jardine,Kerry Schall,41,8,0,0,0,0,0,0,Heavyweight,KO/TKO,Kicks,2,00:03:28,0.0,http://ufcstats.com/fight-details/39c4f4a1aff68189,05-11-2005,"Las Vegas, Nevada, USA",1234.0
5051,win,Andrei Arlovski,Paul Buentello,2,1,0,0,0,0,0,0,Heavyweight,KO/TKO,Punch,1,00:00:15,1.0,http://ufcstats.com/fight-details/1c45d0feab67364f,07-10-2005,"Uncasville, Connecticut, USA",6000.0
5052,win,Branden Lee Hinkle,Sean Gannon,27,0,1,0,3,0,4,0,Heavyweight,KO/TKO,Punches,1,00:04:14,0.0,http://ufcstats.com/fight-details/f8a90f8a7beaa330,07-10-2005,"Uncasville, Connecticut, USA",6000.0
5053,win,Forrest Griffin,Elvis Sinosic,30,18,0,0,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,00:03:30,0.0,http://ufcstats.com/fight-details/e917559aedf85a98,07-10-2005,"Uncasville, Connecticut, USA",6000.0
5054,win,Renato Sobral,Chael Sonnen,11,12,4,0,3,0,0,0,Light Heavyweight,SUB,Triangle Choke,2,00:01:20,0.0,http://ufcstats.com/fight-details/75926dd5b984aa06,07-10-2005,"Uncasville, Connecticut, USA",6000.0
5055,win,Joe Riggs,Chris Lytle,15,3,1,1,1,0,1,2,Welterweight,KO/TKO,,2,00:02:00,0.0,http://ufcstats.com/fight-details/f15be91b30b11e0c,07-10-2005,"Uncasville, Connecticut, USA",6000.0
5056,win,Jorge Rivera,Dennis Hallman,51,12,0,1,0,2,0,1,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/06a75406d3dd5cfd,07-10-2005,"Uncasville, Connecticut, USA",6000.0
5057,win,Marcio Cruz,Keigo Kunihara,12,1,0,2,1,1,1,1,Heavyweight,SUB,Rear Naked Choke,2,00:01:02,0.0,http://ufcstats.com/fight-details/fea1931b041cc5ff,07-10-2005,"Uncasville, Connecticut, USA",6000.0
5058,nc,Alessio Sakara,Ron Faircloth,46,2,0,0,0,0,0,0,Light Heavyweight,CNC,,2,00:00:10,0.0,http://ufcstats.com/fight-details/2aa175f3ebffcdf2,07-10-2005,"Uncasville, Connecticut, USA",6000.0
5059,win,David Loiseau,Evan Tanner,13,15,0,3,0,2,0,8,Middleweight,KO/TKO,,2,00:04:15,0.0,http://ufcstats.com/fight-details/5521b9bb8f220993,03-10-2005,"Las Vegas, Nevada, USA",911.0
5060,win,Chris Leben,Edwin DeWees,5,5,0,1,1,2,0,1,Middleweight,SUB,Armbar,1,00:03:26,0.0,http://ufcstats.com/fight-details/0731a4519d64df6d,03-10-2005,"Las Vegas, Nevada, USA",911.0
5061,win,Brandon Vera,Fabiano Scherner,28,10,0,1,0,0,0,1,Heavyweight,KO/TKO,Knee,2,00:03:22,0.0,http://ufcstats.com/fight-details/6ddabf12abd6fe25,03-10-2005,"Las Vegas, Nevada, USA",911.0
5062,win,Drew Fickett,Josh Koscheck,5,8,0,6,3,0,1,10,Welterweight,SUB,Rear Naked Choke,3,00:04:28,0.0,http://ufcstats.com/fight-details/f5cb6cbb09ee8a16,03-10-2005,"Las Vegas, Nevada, USA",911.0
5063,win,Spencer Fisher,Thiago Alves,13,19,1,3,3,0,1,4,Welterweight,SUB,Triangle Choke,2,00:04:43,0.0,http://ufcstats.com/fight-details/926091425f88d038,03-10-2005,"Las Vegas, Nevada, USA",911.0
5064,win,Jon Fitch,Brock Larson,25,14,5,1,2,3,4,0,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/5f2240d94375f907,03-10-2005,"Las Vegas, Nevada, USA",911.0
5065,win,Jonathan Goulet,Jay Hieron,14,10,0,9,1,3,0,8,Welterweight,KO/TKO,,3,00:01:05,0.0,http://ufcstats.com/fight-details/c25a97523bf56e49,03-10-2005,"Las Vegas, Nevada, USA",911.0
5066,win,Chuck Liddell,Jeremy Horn,64,31,0,0,0,0,0,0,Light Heavyweight,KO/TKO,Punches,4,00:02:46,1.0,http://ufcstats.com/fight-details/5a3fcd3d3a1e1c38,20-08-2005,"Las Vegas, Nevada, USA",13520.0
5067,win,Tim Sylvia,Tra Telligman,31,13,0,0,0,0,0,0,Heavyweight,KO/TKO,Kick,1,00:04:59,0.0,http://ufcstats.com/fight-details/8a380b11aaf82c49,20-08-2005,"Las Vegas, Nevada, USA",13520.0
